Pro,UL,Dock,Ship,Pcs,Wgt,ULTrlr,ULDoor,UnloadTS,UnLoadDOW,LoadInterval,Org,UnloadDate,UnloadTime
7601467786,U,IB,1,1,90,T521525924,126,"43,418.74",4,17:00,857,11/14/2018,17:47:00
7601489070,U,OB,1,5,3220,139946,76,"43,416.38",2,9:00,653,11/12/2018,9:10:00
7601489355,U,OB,1,2,320,138755,64,"43,413.09",6,2:00,653,11/9/2018,2:07:00
7601502079,U,OB,1,5,2571,140034,64,"43,420.30",6,7:00,683,11/16/2018,7:17:00
760150668X,U,OB,1,1,405,131867,89,"43,412.76",5,18:00,683,11/8/2018,18:19:00
7601507148,U,OB,1,1,307,135385,77,"43,418.54",4,12:00,683,11/14/2018,12:59:00
7601528295,U,OB,1,1,355,136543,74,"43,410.93",3,22:00,683,11/6/2018,22:22:00
760153385X,U,OB,1,8,10290,128522,79,"43,397.02",4,0:00,683,10/24/2018,0:30:00
7601583185,U,OB,1,1,276,211740,66,"43,420.09",6,2:00,683,11/16/2018,2:14:00
7601594396,U,OB,1,1,1250,126371,70,"43,411.27",4,6:00,653,11/7/2018,6:26:00
7601598823,U,OB,1,1,1265,135745,31,"43,399.21",6,5:00,653,10/26/2018,5:01:00
7601598823,U,OB,1,1,1265,135745,31,"43,399.21",6,5:00,653,10/26/2018,5:01:00
7601599099,U,OB,1,2,1215,128522,79,"43,396.97",3,23:00,653,10/23/2018,23:17:00
7601599126,U,OB,1,1,1383,128522,79,"43,396.97",3,23:00,653,10/23/2018,23:11:00
7601604424,U,OB,1,1,98,133470,73,"43,411.49",4,11:00,695,11/7/2018,11:51:00
7601604442,U,OB,1,1,384,133470,73,"43,411.50",4,11:00,695,11/7/2018,11:55:00
760160469X,U,OB,1,1,213,133470,73,"43,411.47",4,11:00,695,11/7/2018,11:10:00
7601604709,U,OB,1,1,363,133470,73,"43,411.49",4,11:00,695,11/7/2018,11:41:00
7601608027,U,OB,1,1,1120,135745,66,"43,399.24",6,5:00,695,10/26/2018,5:49:00
7601608027,U,OB,1,1,1120,135745,25,"43,399.24",6,5:00,695,10/26/2018,5:50:00
7601608797,U,OB,1,1,258,133470,73,"43,411.50",4,11:00,695,11/7/2018,11:59:00
7601608842,U,OB,1,1,282,133470,73,"43,411.52",4,12:00,695,11/7/2018,12:26:00
760160887X,U,OB,1,1,264,133470,73,"43,411.53",4,12:00,695,11/7/2018,12:47:00
7601609035,U,OB,1,4,1884,133470,73,"43,411.44",4,10:00,695,11/7/2018,10:33:00
7601609190,U,OB,1,3,2293,133470,73,"43,411.49",4,11:00,695,11/7/2018,11:42:00
7601609219,U,OB,1,2,974,133470,73,"43,411.49",4,11:00,695,11/7/2018,11:42:00
7601613352,U,OB,1,3,1284,135247,68,"43,405.76",5,18:00,653,11/1/2018,18:16:00
7601618504,U,OB,1,1,470,138755,64,"43,413.02",6,0:00,653,11/9/2018,0:23:00
7601620567,U,OB,1,1,290,133470,73,"43,411.52",4,12:00,,11/7/2018,12:23:00
7601629028,U,OB,1,2,673,135890,75,"43,410.93",3,22:00,695,11/6/2018,22:25:00
7601629138,U,OB,1,1,346,135890,75,"43,410.94",3,22:00,695,11/6/2018,22:28:00
7601631154,U,OB,1,1,238,123921,77,"43,403.00",2,23:00,695,10/29/2018,23:53:00
7601631814,U,IB,1,3,898,291273,115,"43,415.69",1,16:00,695,11/11/2018,16:35:00
7601632171,U,OB,1,1,329,211740,66,"43,420.04",6,0:00,695,11/16/2018,0:57:00
7601636874,U,OB,1,1,226,278780,72,"43,404.03",4,0:00,695,10/31/2018,0:50:00
7601637222,U,OB,1,1,184,123921,77,"43,402.94",2,22:00,695,10/29/2018,22:34:00
7601644318,U,OB,1,1,7,134282,69,"43,405.47",5,11:00,841,11/1/2018,11:17:00
760164451X,U,OB,1,1,380,125254,68,"43,403.89",3,21:00,841,10/30/2018,21:18:00
7601655868,U,OB,1,1,490,430621,81,"43,421.22",7,5:00,841,11/17/2018,5:14:00
7601662037,U,OB,1,2,2790,127196,76,"43,398.42",5,10:00,841,10/25/2018,10:03:00
7601665070,U,OB,1,1,120,126230,74,"43,404.17",4,4:00,841,10/31/2018,4:06:00
760166508X,U,OB,1,1,120,134356,87,"43,418.10",4,2:00,841,11/14/2018,2:31:00
7601665281,U,OB,1,2,4000,251507,60,"43,401.10",1,2:00,841,10/28/2018,2:22:00
7601665786,U,IB,1,1,1170,133713,118,"43,410.28",3,6:00,841,11/6/2018,6:37:00
7601665786,U,CTY,1,1,1170,133713,Y   ,"43,407.03",7,0:00,841,11/3/2018,0:49:00
7601666821,U,OB,1,1,25,133255,60,"43,412.02",5,0:00,841,11/8/2018,0:32:00
7601671497,U,OB,1,1,154,139544,62,"43,403.52",3,12:00,841,10/30/2018,12:28:00
7601671771,U,OB,1,1,483,127196,76,"43,398.41",5,9:00,841,10/25/2018,9:57:00
760167256X,U,OB,1,3,5400,130757,98,"43,395.74",2,17:00,841,10/22/2018,17:43:00
7601691169,U,OB,1,1,350,560300,87,"43,401.05",1,1:00,841,10/28/2018,1:06:00
7601693973,U,OB,1,4,5254,132866,71,"43,418.46",4,10:00,841,11/14/2018,10:56:00
7601734536,U,OB,1,2,392,124174,77,"43,413.09",6,2:00,841,11/9/2018,2:15:00
7601734765,U,OB,1,2,479,133385,66,"43,395.43",2,10:00,841,10/22/2018,10:23:00
7601742539,U,OB,1,1,105,138805,92,"43,395.28",2,6:00,841,10/22/2018,6:43:00
7601743538,U,OB,1,1,285,138805,92,"43,395.30",2,7:00,841,10/22/2018,7:19:00
7601743547,U,OB,1,1,721,133385,66,"43,395.38",2,9:00,841,10/22/2018,9:06:00
7601765720,U,OB,1,1,25,126230,74,"43,404.20",4,4:00,841,10/31/2018,4:50:00
7601767673,U,OB,1,1,97,137285,83,"43,416.61",2,14:00,841,11/12/2018,14:40:00
7601789920,U,OB,1,1,250,135633,83,"43,400.15",7,3:00,841,10/27/2018,3:30:00
7601820271,U,OB,1,47,488,126230,74,"43,404.23",4,5:00,841,10/31/2018,5:33:00
7601821198,U,OB,1,2,5000,137070,77,"43,411.03",4,0:00,841,11/7/2018,0:38:00
7601825551,U,OB,1,1,403,127196,76,"43,398.37",5,8:00,841,10/25/2018,8:46:00
7601825616,U,OB,1,1,457,135633,83,"43,400.15",7,3:00,841,10/27/2018,3:38:00
7601827257,U,OB,1,1,150,139544,62,"43,403.52",3,12:00,841,10/30/2018,12:27:00
7601831776,U,OB,1,1,484,134282,6,"43,405.37",5,8:00,841,11/1/2018,8:49:00
7601831776,U,OB,1,1,484,134282,6,"43,405.37",5,8:00,841,11/1/2018,8:49:00
7601834003,U,OB,1,1,650,290112,4,"43,396.05",3,1:00,841,10/23/2018,1:07:00
7601834003,U,OB,1,1,650,290112,15,"43,394.14",1,3:00,841,10/21/2018,3:15:00
7601834059,U,OB,1,1,260,131155,4,"43,396.89",3,21:00,841,10/23/2018,21:17:00
7601834205,U,OB,1,1,300,131155,4,"43,396.89",3,21:00,841,10/23/2018,21:17:00
7601834306,U,OB,1,1,280,135633,83,"43,400.19",7,4:00,841,10/27/2018,4:33:00
760183437X,U,OB,1,1,390,135633,83,"43,400.15",7,3:00,841,10/27/2018,3:35:00
7601834553,U,OB,1,1,310,R621502484,64,"43,402.01",2,0:00,841,10/29/2018,0:18:00
7601834571,U,OB,1,1,380,135633,83,"43,400.02",7,0:00,841,10/27/2018,0:24:00
7601834746,U,OB,1,2,2900,124174,77,"43,413.07",6,1:00,841,11/9/2018,1:37:00
7601834764,U,OB,1,1,760,124174,77,"43,413.14",6,3:00,841,11/9/2018,3:23:00
7601834773,U,OB,1,1,1290,124174,77,"43,413.06",6,1:00,841,11/9/2018,1:33:00
7601834773,U,OB,1,1,1290,124174,4,"43,413.35",6,8:00,841,11/9/2018,8:22:00
7601834856,U,OB,1,1,190,136593,74,"43,407.02",7,0:00,841,11/3/2018,0:33:00
7601834910,U,OB,1,1,160,136593,74,"43,407.03",7,0:00,841,11/3/2018,0:39:00
7601835011,U,OB,1,1,420,124174,77,"43,413.03",6,0:00,841,11/9/2018,0:37:00
7601835011,U,OB,1,1,420,124174,82,"43,413.03",6,0:00,841,11/9/2018,0:39:00
7601835067,U,OB,1,1,440,124174,4,"43,413.35",6,8:00,841,11/9/2018,8:25:00
7601835067,U,OB,1,1,440,124174,77,"43,413.08",6,1:00,841,11/9/2018,1:52:00
7601835076,U,OB,1,1,350,124174,77,"43,413.02",6,0:00,841,11/9/2018,0:33:00
7601835406,U,OB,1,1,300,132866,71,"43,418.48",4,11:00,841,11/14/2018,11:34:00
7601835433,U,OB,1,1,720,132866,71,"43,418.53",4,12:00,841,11/14/2018,12:39:00
7601835433,U,OB,1,1,720,132866,97,"43,419.10",5,2:00,841,11/15/2018,2:22:00
7601835498,U,OB,1,1,290,132866,71,"43,418.43",4,10:00,841,11/14/2018,10:22:00
7601835507,U,OB,1,1,530,129758,73,"43,417.60",3,14:00,841,11/13/2018,14:22:00
7601835561,U,OB,1,1,510,132866,71,"43,418.49",4,11:00,841,11/14/2018,11:48:00
7601835626,U,OB,1,1,220,530589,71,"43,420.31",6,7:00,841,11/16/2018,7:26:00
7601835781,U,OB,1,1,310,123935,72,"43,420.13",6,3:00,841,11/16/2018,3:00:00
7601835837,U,OB,1,1,570,123935,72,"43,420.08",6,1:00,841,11/16/2018,1:49:00
7601835837,U,OB,1,1,570,123935,4,"43,420.30",6,7:00,841,11/16/2018,7:10:00
7601837249,U,OB,1,1,320,130757,98,"43,395.73",2,17:00,841,10/22/2018,17:36:00
7601837258,U,OB,1,1,370,133385,66,"43,395.39",2,9:00,841,10/22/2018,9:15:00
7601845059,U,OB,1,1,666,R621502484,64,"43,402.02",2,0:00,841,10/29/2018,0:35:00
7601845178,U,OB,1,1,85,R621502484,64,"43,402.07",2,1:00,841,10/29/2018,1:34:00
7601845178,U,OB,1,1,85,R621502484,44,"43,403.29",3,7:00,841,10/30/2018,7:03:00
7601845443,U,OB,1,1,171,135633,83,"43,400.07",7,1:00,841,10/27/2018,1:34:00
7601846186,U,OB,1,1,150,T730211723,76,"43,416.08",2,2:00,841,11/12/2018,2:01:00
7601859936,U,OB,1,1,700,136593,74,"43,407.03",7,0:00,841,11/3/2018,0:41:00
7601859963,U,OB,1,2,600,124174,77,"43,413.10",6,2:00,841,11/9/2018,2:21:00
7601870294,U,OB,1,1,260,124174,77,"43,413.18",6,4:00,841,11/9/2018,4:12:00
760187045X,U,OB,1,1,125,134356,87,"43,418.02",4,0:00,841,11/14/2018,0:34:00
7601880982,U,OB,1,1,306,290094,69,"43,412.35",5,8:00,841,11/8/2018,8:17:00
7601882477,U,OB,1,1,1025,132567,70,"43,419.07",5,1:00,841,11/15/2018,1:39:00
7601882477,U,OB,1,1,1025,132567,34,"43,419.10",5,2:00,841,11/15/2018,2:20:00
7601886666,U,OB,1,2,1433,133385,66,"43,395.42",2,10:00,841,10/22/2018,10:11:00
7601886684,U,OB,1,2,784,126230,74,"43,404.17",4,4:00,841,10/31/2018,4:09:00
7601886785,U,OB,1,1,534,136190,73,"43,411.04",4,0:00,841,11/7/2018,0:53:00
7601886812,U,OB,1,2,588,132567,70,"43,419.10",5,2:00,841,11/15/2018,2:30:00
7601903826,U,IB,1,1,265,131975,102,"43,420.86",6,20:00,155,11/16/2018,20:33:00
7601931820,U,OB,1,1,635,126132,22,"43,413.56",6,13:00,309,11/9/2018,13:27:00
7601931820,U,OB,1,1,635,126132,85,"43,412.69",5,16:00,309,11/8/2018,16:31:00
760193216X,U,IB,1,9,8145,134462,102,"43,419.48",5,11:00,819,11/15/2018,11:31:00
7601938779,U,OB,1,1,355,136273,83,"43,412.71",5,16:00,661,11/8/2018,16:57:00
7601939255,U,OB,1,1,300,135601,70,"43,421.10",7,2:00,661,11/17/2018,2:28:00
7601939282,U,OB,1,1,585,291138,77,"43,406.57",6,13:00,661,11/2/2018,13:38:00
7601939511,U,OB,1,1,910,123044,62,"43,401.44",1,10:00,661,10/28/2018,10:37:00
7601940007,U,OB,1,3,1895,123044,62,"43,401.40",1,9:00,661,10/28/2018,9:39:00
7601955618,U,OB,1,2,805,133724,81,"43,417.00",2,23:00,661,11/12/2018,23:58:00
7601956067,U,OB,1,2,1165,261391,81,"43,399.02",6,0:00,661,10/26/2018,0:31:00
7601958487,U,OB,1,1,100,291138,77,"43,406.46",6,11:00,661,11/2/2018,11:02:00
7601958505,U,OB,1,1,355,132132,83,"43,413.09",6,2:00,661,11/9/2018,2:09:00
7601966250,U,OB,1,1,50,131722,78,"43,421.44",7,10:00,661,11/17/2018,10:29:00
7601979010,U,OB,1,2,630,135301,73,"43,396.71",3,17:00,661,10/23/2018,17:06:00
7601981367,U,OB,1,3,1520,132866,70,"43,399.17",6,4:00,661,10/26/2018,4:01:00
7601983439,U,OB,1,1,62,125349,98,"43,413.18",6,4:00,661,11/9/2018,4:22:00
760200366X,U,OB,1,1,209,138993,57,"43,412.31",5,7:00,143,11/8/2018,7:28:00
760200366X,U,OB,1,1,209,138993,57,"43,412.31",5,7:00,143,11/8/2018,7:28:00
7602005879,U,OB,1,14,2380,138660,98,"43,396.73",3,17:00,143,10/23/2018,17:26:00
7602005906,U,OB,1,1,170,136773,60,"43,398.78",5,18:00,143,10/25/2018,18:49:00
7602009298,U,OB,1,1,200,137809,64,"43,402.42",2,9:00,143,10/29/2018,9:58:00
7602014760,U,OB,1,3,1625,139539,98,"43,412.60",5,14:00,143,11/8/2018,14:27:00
7602029208,U,IB,1,3,6795,135497,112,"43,405.56",5,13:00,143,11/1/2018,13:25:00
760203732X,U,OB,1,1,615,132055,62,"43,418.42",4,10:00,143,11/14/2018,10:00:00
7602044772,U,OB,1,1,272,138926,74,"43,408.38",1,9:00,143,11/4/2018,9:09:00
7602044828,U,OB,1,2,2218,137135,72,"43,411.20",4,4:00,143,11/7/2018,4:44:00
7602044965,U,OB,1,1,688,137151,5,"43,417.35",3,8:00,143,11/13/2018,8:28:00
7602044965,U,OB,1,1,688,137151,60,"43,416.82",2,19:00,143,11/12/2018,19:34:00
7602047412,U,OB,1,2,2510,559298,68,"43,395.37",2,8:00,143,10/22/2018,8:59:00
7602047852,U,OB,1,1,4262,133305,98,"43,406.71",6,17:00,143,11/2/2018,17:04:00
7602047971,U,OB,1,7,4480,137135,72,"43,411.32",4,7:00,143,11/7/2018,7:47:00
7602049439,U,OB,1,3,3275,140236,66,"43,400.15",7,3:00,143,10/27/2018,3:36:00
7602049704,U,OB,1,4,3195,278780,70,"43,406.63",6,15:00,143,11/2/2018,15:02:00
7602058320,U,OB,1,1,169,128714,70,"43,413.91",6,21:00,143,11/9/2018,21:51:00
7602058320,U,OB,1,1,169,128714,18,"43,416.87",2,20:00,143,11/12/2018,20:51:00
7602058459,U,OB,1,1,389,122965,68,"43,417.50",3,12:00,143,11/13/2018,12:01:00
7602060017,U,OB,1,2,710,133101,85,"43,405.00",5,0:00,143,11/1/2018,0:06:00
7602061108,U,OB,1,1,233,137135,72,"43,411.36",4,8:00,143,11/7/2018,8:39:00
7602061290,U,OB,1,1,246,124094,70,"43,420.05",6,1:00,143,11/16/2018,1:17:00
7602061337,U,IB,1,1,524,127015,100,"43,421.03",7,0:00,143,11/17/2018,0:42:00
7602061584,U,OB,1,1,130,136773,60,"43,398.80",5,19:00,143,10/25/2018,19:09:00
7602066314,U,OB,1,1,175,136834,60,"43,404.47",4,11:00,143,10/31/2018,11:12:00
7602066525,U,IB,1,1,450,131975,102,"43,420.88",6,21:00,143,11/16/2018,21:14:00
7602067102,U,OB,1,2,2965,136509,78,"43,395.31",2,7:00,143,10/22/2018,7:22:00
7602070402,U,OB,1,1,423,531253,66,"43,419.30",5,7:00,143,11/15/2018,7:11:00
7602071228,U,OB,1,1,326,279249,62,"43,410.04",3,0:00,143,11/6/2018,0:52:00
7602096930,U,IB,1,1,578,132879,129,"43,398.42",5,10:00,251,10/25/2018,10:09:00
7602097013,U,IB,1,1,165,132879,129,"43,398.40",5,9:00,251,10/25/2018,9:33:00
7602097096,U,IB,1,1,178,132879,129,"43,398.39",5,9:00,251,10/25/2018,9:28:00
7602097179,U,IB,1,1,272,136412,155,"43,399.97",6,23:00,251,10/26/2018,23:22:00
7602097462,U,IB,1,1,178,134552,153,"43,406.49",6,11:00,251,11/2/2018,11:47:00
7602318122,U,OB,1,1,46,211424,87,"43,417.68",3,16:00,617,11/13/2018,16:24:00
7602318297,U,OB,1,4,119,130805,68,"43,403.20",3,4:00,617,10/30/2018,4:45:00
7602318681,U,IB,1,1,98,132249,114,"43,402.61",2,14:00,617,10/29/2018,14:33:00
760232475X,U,OB,1,2,567,132032,68,"43,395.96",2,23:00,617,10/22/2018,23:04:00
7602330213,U,OB,1,1,136,311058,77,"43,414.84",7,20:00,617,11/10/2018,20:04:00
7602372884,U,IB,1,4,1147,276230,137,"43,400.44",7,10:00,617,10/27/2018,10:31:00
7602378907,U,OB,1,1,410,118361,78,"43,405.52",5,12:00,617,11/1/2018,12:33:00
7602381336,U,OB,1,1,250,251142,75,"43,398.97",5,23:00,617,10/25/2018,23:22:00
7602381437,U,OB,1,1,150,558590,62,"43,405.68",5,16:00,617,11/1/2018,16:24:00
7602384526,U,IB,1,2,3850,127646,122,"43,403.74",3,17:00,617,10/30/2018,17:43:00
7602384544,U,OB,1,1,1940,123822,70,"43,404.91",4,21:00,617,10/31/2018,21:56:00
7602384562,U,OB,1,1,1970,118361,78,"43,405.58",5,13:00,617,11/1/2018,13:48:00
7602384580,U,OB,1,1,1940,127056,85,"43,409.27",2,6:00,617,11/5/2018,6:35:00
7602384627,U,OB,1,1,1990,279944,79,"43,412.54",5,12:00,617,11/8/2018,12:57:00
760238470X,U,OB,1,2,3910,558629,78,"43,421.05",7,1:00,617,11/17/2018,1:11:00
7602395425,U,OB,1,1,113,129514,81,"43,416.69",2,16:00,617,11/12/2018,16:32:00
7602395728,U,OB,1,1,85,118361,78,"43,405.50",5,11:00,617,11/1/2018,11:54:00
7602395847,U,IB,1,1,95,276230,137,"43,400.41",7,9:00,617,10/27/2018,9:57:00
760239933X,U,OB,1,1,71,126219,70,"43,394.86",1,20:00,617,10/21/2018,20:34:00
7602399367,U,OB,1,1,422,FLCX538971,70,"43,411.93",4,22:00,617,11/7/2018,22:14:00
760239966X,U,OB,1,1,324,211424,87,"43,417.69",3,16:00,617,11/13/2018,16:33:00
7602402382,U,OB,1,1,87,129664,83,"43,417.71",3,17:00,617,11/13/2018,17:07:00
7602405343,U,OB,1,1,120,129514,81,"43,416.69",2,16:00,617,11/12/2018,16:37:00
7602405399,U,OB,1,1,62,129514,81,"43,416.69",2,16:00,617,11/12/2018,16:37:00
760240615X,U,IB,1,1,940,135289,102,"43,396.61",3,14:00,617,10/23/2018,14:43:00
760240615X,U,OB,1,1,940,135289,25,"43,397.81",4,19:00,617,10/24/2018,19:28:00
760240615X,U,OB,1,1,940,135289,55,"43,398.52",5,12:00,617,10/25/2018,12:27:00
7602413869,U,OB,1,1,480,123552,69,"43,411.37",4,8:00,617,11/7/2018,8:59:00
760241396X,U,OB,1,1,234,279944,79,"43,412.61",5,14:00,617,11/8/2018,14:43:00
7602413979,U,OB,1,1,142,279944,79,"43,412.64",5,15:00,617,11/8/2018,15:18:00
7602414217,U,OB,1,1,338,129682,70,"43,400.09",7,2:00,617,10/27/2018,2:16:00
7602414226,U,OB,1,2,1620,290354,83,"43,402.66",2,15:00,617,10/29/2018,15:46:00
7602414500,U,OB,1,2,3206,139881,68,"43,395.80",2,19:00,617,10/22/2018,19:16:00
7602415160,U,OB,1,1,106,290354,83,"43,402.67",2,16:00,617,10/29/2018,16:04:00
7602415198,U,OB,1,1,500,130805,68,"43,403.22",3,5:00,617,10/30/2018,5:14:00
7602415894,U,OB,1,1,50,123101,62,"43,398.52",5,12:00,617,10/25/2018,12:30:00
7602419093,U,OB,1,2,2284,139659,89,"43,398.20",5,4:00,617,10/25/2018,4:41:00
7602419762,U,IB,1,4,2550,127646,122,"43,403.73",3,17:00,617,10/30/2018,17:35:00
7602421935,U,OB,1,1,545,130990,53,"43,402.85",2,20:00,617,10/29/2018,20:31:00
7602421935,U,OB,1,1,545,130990,87,"43,397.39",4,9:00,617,10/24/2018,9:16:00
7602431642,U,OB,1,2,134,137259,72,"43,412.27",5,6:00,617,11/8/2018,6:33:00
7602432742,U,OB,1,1,117,137541,83,"43,418.43",4,10:00,617,11/14/2018,10:14:00
7602434493,U,OB,1,1,355,279944,79,"43,412.52",5,12:00,617,11/8/2018,12:29:00
7602436482,U,OB,1,1,1687,137953,70,"43,421.44",7,10:00,617,11/17/2018,10:28:00
7602447280,U,OB,1,4,1235,530632,92,"43,394.30",1,7:00,617,10/21/2018,7:09:00
7602447318,U,OB,1,6,9173,118361,78,"43,405.50",5,11:00,617,11/1/2018,11:53:00
7602447318,U,OB,1,6,9173,118361,29,"43,411.85",4,20:00,617,11/7/2018,20:24:00
7602447318,U,OB,1,6,9173,118361,25,"43,406.35",6,8:00,617,11/2/2018,8:18:00
7602451094,U,IB,1,5,4120,390245,115,"43,398.22",5,5:00,617,10/25/2018,5:11:00
7602451103,U,OB,1,3,2430,134700,75,"43,411.74",4,17:00,617,11/7/2018,17:52:00
7602451159,U,OB,1,3,2250,558629,78,"43,421.06",7,1:00,617,11/17/2018,1:20:00
7602456109,U,OB,1,1,1900,261313,20,"43,394.93",1,22:00,617,10/21/2018,22:17:00
7602456219,U,OB,1,1,1900,139460,72,"43,399.07",6,1:00,617,10/26/2018,1:47:00
7602459234,U,OB,1,1,1300,353204,79,"43,416.22",2,5:00,617,11/12/2018,5:10:00
7602462929,U,OB,1,4,1648,134402,70,"43,418.88",4,21:00,617,11/14/2018,21:12:00
7602464422,U,OB,1,2,1404,135289,34,"43,398.33",5,7:00,617,10/25/2018,7:57:00
7602464422,U,IB,1,2,1404,135289,102,"43,396.63",3,15:00,617,10/23/2018,15:02:00
7602492564,U,OB,1,1,53,129585,71,"43,411.70",4,16:00,617,11/7/2018,16:53:00
7602493673,U,OB,1,2,494,278601,79,"43,418.14",4,3:00,617,11/14/2018,3:25:00
7602495130,U,OB,1,4,1278,430574,73,"43,407.93",7,22:00,617,11/3/2018,22:24:00
7602500558,U,OB,1,1,1179,430574,73,"43,407.90",7,21:00,617,11/3/2018,21:30:00
7602502042,U,OB,1,2,1339,138087,77,"43,420.93",6,22:00,617,11/16/2018,22:19:00
7602504114,U,OB,1,3,2100,211424,87,"43,417.70",3,16:00,617,11/13/2018,16:41:00
7602504123,U,OB,1,1,150,558629,34,"43,420.61",6,14:00,617,11/16/2018,14:40:00
7602504123,U,OB,1,1,150,558629,34,"43,420.61",6,14:00,617,11/16/2018,14:40:00
7602504426,U,OB,1,1,245,390047,89,"43,416.19",2,4:00,617,11/12/2018,4:35:00
7602524583,U,OB,1,8,3954,135861,85,"43,405.47",5,11:00,411,11/1/2018,11:20:00
7602524895,U,OB,1,5,2012,135815,68,"43,419.86",5,20:00,411,11/15/2018,20:39:00
7602695395,U,OB,1,4,420,125072,76,"43,419.71",5,17:00,158,11/15/2018,17:09:00
7602697952,U,OB,1,1,289,134158,66,"43,420.61",6,14:00,256,11/16/2018,14:41:00
7602698769,U,IB,1,1,438,559329,146,"43,414.22",7,5:00,256,11/10/2018,5:19:00
7602698769,U,IB,1,1,438,559329,162,"43,414.21",7,4:00,256,11/10/2018,4:58:00
7602708247,U,IB,1,1,425,530044,116,"43,410.29",3,6:00,256,11/6/2018,6:51:00
7602708476,U,OB,1,19,30101,531230,85,"43,418.39",4,9:00,256,11/14/2018,9:25:00
7602709181,U,OB,1,5,2700,118368,83,"43,399.04",6,0:00,256,10/26/2018,0:56:00
7602712894,U,IB,1,1,85,131801,100,"43,420.76",6,18:00,256,11/16/2018,18:19:00
7602717294,U,OB,1,1,4200,137934,64,"43,407.61",7,14:00,256,11/3/2018,14:41:00
7602719687,U,OB,1,11,5800,138631,75,"43,407.23",7,5:00,256,11/3/2018,5:29:00
7602722601,U,IB,1,1,222,291151,126,"43,409.65",2,15:00,256,11/5/2018,15:38:00
7602722648,U,IB,1,7,8597,138291,100,"43,412.13",5,3:00,256,11/8/2018,3:14:00
7602727735,U,OB,1,3,698,134136,74,"43,417.76",3,18:00,256,11/13/2018,18:16:00
7602728258,U,OB,1,4,2050,261168,72,"43,394.82",1,19:00,256,10/21/2018,19:38:00
7602732795,U,OB,1,3,3627,127840,66,"43,418.38",4,9:00,256,11/14/2018,9:03:00
7602738699,U,OB,1,4,4940,134068,71,"43,413.16",6,3:00,256,11/9/2018,3:52:00
7602744803,U,OB,1,5,7640,135103,85,"43,403.51",3,12:00,256,10/30/2018,12:08:00
7602753612,U,IB,1,1,343,134593,118,"43,397.35",4,8:00,304,10/24/2018,8:27:00
7602822243,U,OB,1,16,8380,PAMT151312,66,"43,403.06",3,1:00,863,10/30/2018,1:24:00
7602822270,U,OB,1,25,12525,PAMT151312,66,"43,403.02",3,0:00,863,10/30/2018,0:34:00
760282239X,U,OB,1,1,233,138457,77,"43,414.36",7,8:00,863,11/10/2018,8:44:00
7602822463,U,OB,1,10,7590,PAMT151312,66,"43,403.09",3,2:00,863,10/30/2018,2:14:00
7602877234,U,OB,1,1,67,135317,85,"43,410.39",3,9:00,322,11/6/2018,9:16:00
7602877243,U,IB,1,1,81,132216,128,"43,410.20",3,4:00,322,11/6/2018,4:53:00
7602877270,U,IB,1,1,160,132216,128,"43,410.20",3,4:00,322,11/6/2018,4:42:00
760287728X,U,IB,1,1,161,132216,128,"43,410.21",3,4:00,322,11/6/2018,4:58:00
7602877326,U,IB,1,1,57,132216,128,"43,410.21",3,4:00,322,11/6/2018,4:57:00
7602877546,U,OB,1,1,161,249139,62,"43,412.38",5,9:00,322,11/8/2018,9:07:00
7602877573,U,CTY,1,1,400,249122,176,"43,419.44",5,10:00,322,11/15/2018,10:35:00
7602877582,U,CTY,1,1,395,249122,176,"43,419.44",5,10:00,322,11/15/2018,10:37:00
760287761X,U,CTY,1,1,795,249122,176,"43,419.43",5,10:00,322,11/15/2018,10:26:00
7602877692,U,CTY,1,1,1624,249122,176,"43,419.44",5,10:00,322,11/15/2018,10:31:00
7602877739,U,IB,1,1,139,132216,128,"43,410.19",3,4:00,322,11/6/2018,4:39:00
7602877757,U,IB,1,1,149,132216,128,"43,410.21",3,5:00,322,11/6/2018,5:07:00
7602877766,U,IB,1,1,175,132216,128,"43,410.20",3,4:00,322,11/6/2018,4:55:00
7602877775,U,IB,1,1,186,132216,128,"43,410.21",3,5:00,322,11/6/2018,5:04:00
7602877849,U,IB,1,1,109,132216,128,"43,410.20",3,4:00,322,11/6/2018,4:51:00
7602877867,U,IB,1,1,131,132216,128,"43,410.21",3,5:00,322,11/6/2018,5:07:00
7602877876,U,IB,1,1,134,132216,128,"43,410.20",3,4:00,322,11/6/2018,4:44:00
7602877903,U,IB,1,1,128,132216,128,"43,410.20",3,4:00,322,11/6/2018,4:49:00
7602877921,U,CTY,1,1,775,134197,175,"43,413.36",6,8:00,322,11/9/2018,8:41:00
7602882211,U,IB,1,1,126,132216,128,"43,410.20",3,4:00,322,11/6/2018,4:44:00
7602882276,U,IB,1,1,136,132216,128,"43,410.21",3,4:00,322,11/6/2018,4:58:00
7602882303,U,IB,1,1,185,132216,128,"43,410.21",3,5:00,322,11/6/2018,5:01:00
7602882368,U,IB,1,1,153,132216,128,"43,410.21",3,4:00,322,11/6/2018,4:59:00
7602882377,U,IB,1,1,145,132216,128,"43,410.19",3,4:00,322,11/6/2018,4:36:00
7602882413,U,IB,1,1,126,132216,128,"43,410.20",3,4:00,322,11/6/2018,4:46:00
7602882422,U,IB,1,1,146,132216,128,"43,410.21",3,5:00,322,11/6/2018,5:00:00
