Pro,UL,Dock,Ship,Pcs,Wgt,ULTrlr,ULDoor,UnloadTS,UnLoadDOW,LoadInterval,Org,UnloadDate,UnloadTime
7535483758,U,IB,1,1,365,820953,158,"43,403.92",3,22:00,324,10/30/2018,22:03:00
7535483767,U,IB,1,3,2040,820951,102,"43,410.79",3,19:00,324,11/6/2018,19:00:00
7535483776,U,OB,1,1,291,820949,7,"43,411.82",4,19:00,324,11/7/2018,19:41:00
7535483785,U,IB,1,1,450,820950,149,"43,412.77",5,18:00,324,11/8/2018,18:30:00
7535483794,U,IB,1,1,410,821070,114,"43,416.80",2,19:00,324,11/12/2018,19:17:00
7535483803,U,IB,1,1,307,821070,114,"43,416.81",2,19:00,324,11/12/2018,19:30:00
7535483812,U,IB,1,1,325,820953,114,"43,417.86",3,20:00,324,11/13/2018,20:42:00
7535483821,U,IB,1,1,660,820953,114,"43,417.86",3,20:00,324,11/13/2018,20:35:00
7535483830,U,IB,1,1,290,820953,114,"43,417.85",3,20:00,324,11/13/2018,20:30:00
753548384X,U,IB,1,1,557,820678,128,"43,418.83",4,19:00,324,11/14/2018,19:57:00
7535483859,U,OB,1,1,700,820953,25,"43,419.82",5,19:00,324,11/15/2018,19:46:00
7535483868,U,OB,1,1,760,820953,25,"43,419.83",5,19:00,324,11/15/2018,19:53:00
7535483877,U,IB,1,1,735,820953,116,"43,420.80",6,19:00,324,11/16/2018,19:14:00
7535592667,U,OB,1,1,1162,PAMT161359,77,"43,398.52",5,12:00,525,10/25/2018,12:23:00
7535599972,U,IB,1,5,2334,R621681284,127,"43,408.84",1,20:00,525,11/4/2018,20:08:00
7535599981,U,OB,1,5,5368,123367,79,"43,415.75",1,18:00,525,11/11/2018,18:06:00
7535603611,U,OB,1,2,2864,127138,78,"43,420.15",6,3:00,525,11/16/2018,3:41:00
753561584X,U,OB,1,1,117,131648,70,"43,405.08",5,1:00,525,11/1/2018,1:50:00
7535667705,U,IB,1,1,385,211485,102,"43,400.30",7,7:00,304,10/27/2018,7:14:00
7535671564,U,IB,1,1,200,122892,100,"43,419.45",5,10:00,304,11/15/2018,10:47:00
7535671564,U,IB,1,1,200,122892,132,"43,419.87",5,20:00,304,11/15/2018,20:48:00
7535684856,U,IB,1,1,195,136542,153,"43,399.47",6,11:00,304,10/26/2018,11:14:00
7535684874,U,IB,1,1,290,137029,126,"43,403.67",3,16:00,304,10/30/2018,16:00:00
7535684892,U,OB,1,1,230,125058,70,"43,413.62",6,14:00,304,11/9/2018,14:46:00
7535694114,U,OB,1,1,729,136622,81,"43,413.35",6,8:00,304,11/9/2018,8:24:00
7535696323,U,IB,1,1,251,134593,118,"43,397.37",4,8:00,304,10/24/2018,8:58:00
7535702447,U,IB,1,16,1603,134593,118,"43,397.49",4,11:00,304,10/24/2018,11:42:00
7535725089,U,OB,1,1,360,132177,85,"43,399.30",6,7:00,304,10/26/2018,7:06:00
7535734365,U,IB,1,1,370,125116,102,"43,411.30",4,7:00,304,11/7/2018,7:17:00
7535752607,U,OB,1,1,310,135815,62,"43,398.81",5,19:00,304,10/25/2018,19:24:00
7535752652,U,IB,1,1,140,134368,114,"43,406.19",6,4:00,304,11/2/2018,4:40:00
7535752661,U,IB,1,1,275,134368,114,"43,406.19",6,4:00,304,11/2/2018,4:31:00
7535753359,U,OB,1,1,30,133655,98,"43,407.48",7,11:00,304,11/3/2018,11:36:00
7535754751,U,IB,1,1,552,137029,126,"43,403.67",3,15:00,304,10/30/2018,15:58:00
7535756668,U,IB,1,1,430,130665,112,"43,410.36",3,8:00,304,11/6/2018,8:33:00
7535756960,U,IB,1,1,180,136401,136,"43,416.43",2,10:00,304,11/12/2018,10:18:00
7535756960,U,IB,1,1,180,136401,136,"43,416.43",2,10:00,304,11/12/2018,10:18:00
7535756989,U,IB,1,1,180,136401,136,"43,416.88",2,21:00,304,11/12/2018,21:05:00
7535756989,U,IB,1,1,180,136401,136,"43,416.38",2,9:00,304,11/12/2018,9:03:00
7535756989,U,IB,1,1,180,136401,136,"43,416.38",2,9:00,304,11/12/2018,9:03:00
7535766375,U,OB,1,7,35,124160,66,"43,395.99",2,23:00,304,10/22/2018,23:39:00
7535795626,U,IB,1,1,358,211485,102,"43,400.27",7,6:00,304,10/27/2018,6:26:00
7535800264,U,OB,1,1,2105,249169,98,"43,420.40",6,9:00,304,11/16/2018,9:29:00
7535800796,U,OB,1,1,700,135815,62,"43,398.83",5,19:00,304,10/25/2018,19:55:00
7535807479,U,IB,1,1,275,211485,102,"43,400.27",7,6:00,304,10/27/2018,6:22:00
7535813574,U,IB,1,1,360,137663,118,"43,406.48",6,11:00,304,11/2/2018,11:32:00
7535818176,U,IB,1,1,635,291045,128,"43,421.31",7,7:00,304,11/17/2018,7:20:00
7535819431,U,OB,1,1,1610,125058,70,"43,413.62",6,14:00,304,11/9/2018,14:51:00
7535819440,U,IB,1,1,900,137663,118,"43,406.61",6,14:00,304,11/2/2018,14:33:00
7535829982,U,OB,1,26,7774,137788,81,"43,400.08",7,1:00,840,10/27/2018,1:52:00
7535836876,U,IB,1,1,1491,136401,124,"43,416.43",2,10:00,304,11/12/2018,10:23:00
7535837022,U,OB,1,1,118,133655,98,"43,407.45",7,10:00,304,11/3/2018,10:53:00
7535837031,U,IB,1,1,680,125116,102,"43,411.26",4,6:00,304,11/7/2018,6:17:00
7535842679,U,OB,1,1,250,211519,98,"43,394.87",1,20:00,304,10/21/2018,20:52:00
7535847766,U,OB,1,6,9565,135815,62,"43,398.82",5,19:00,304,10/25/2018,19:46:00
7535848132,U,IB,1,40,1684,134368,114,"43,406.20",6,4:00,304,11/2/2018,4:51:00
7535848188,U,IB,1,1,1205,249005,129,"43,420.80",6,19:00,304,11/16/2018,19:19:00
7535851185,U,IB,1,1,260,136147,112,"43,397.19",4,4:00,304,10/24/2018,4:32:00
7535851230,U,IB,1,1,280,136147,112,"43,397.18",4,4:00,304,10/24/2018,4:19:00
7535872011,U,IB,1,2,1042,136542,153,"43,399.35",6,8:00,304,10/26/2018,8:28:00
7535872177,U,OB,1,1,250,128014,70,"43,411.71",4,17:00,304,11/7/2018,17:00:00
7535872204,U,OB,1,2,1608,137772,86,"43,417.03",3,0:00,304,11/13/2018,0:50:00
753587885X,U,IB,1,4,570,211485,102,"43,400.39",7,9:00,304,10/27/2018,9:20:00
7535878923,U,IB,1,4,730,211485,102,"43,400.36",7,8:00,304,10/27/2018,8:33:00
7535878932,U,IB,1,3,1107,211485,102,"43,400.39",7,9:00,304,10/27/2018,9:23:00
753587918X,U,OB,1,1,265,136622,81,"43,413.24",6,5:00,304,11/9/2018,5:50:00
7535879428,U,IB,1,1,700,134462,102,"43,419.35",5,8:00,304,11/15/2018,8:17:00
7535912033,U,CTY,1,2,2400,136542,_UNK,"43,399.65",6,15:00,304,10/26/2018,15:30:00
7535912033,U,IB,1,2,2400,136542,153,"43,399.47",6,11:00,304,10/26/2018,11:15:00
7535915663,U,OB,1,1,205,125058,70,"43,413.64",6,15:00,304,11/9/2018,15:19:00
7535924784,U,IB,1,1,335,136147,112,"43,397.18",4,4:00,304,10/24/2018,4:13:00
7535926324,U,IB,1,1,180,125116,102,"43,411.31",4,7:00,304,11/7/2018,7:21:00
7535926443,U,OB,1,1,400,249169,98,"43,420.40",6,9:00,304,11/16/2018,9:41:00
753593451X,U,IB,1,1,66,136401,124,"43,416.44",2,10:00,304,11/12/2018,10:34:00
7535935261,U,IB,1,1,120,136147,112,"43,397.18",4,4:00,304,10/24/2018,4:17:00
7535935344,U,IB,1,1,455,136542,153,"43,399.47",6,11:00,304,10/26/2018,11:21:00
753594089X,U,IB,1,3,3418,136542,153,"43,399.41",6,9:00,304,10/26/2018,9:45:00
7535948553,U,OB,1,1,4453,136072,98,"43,403.05",3,1:00,304,10/30/2018,1:06:00
7535948690,U,IB,1,1,385,137663,118,"43,406.60",6,14:00,304,11/2/2018,14:17:00
7535949085,U,IB,1,2,5725,136401,124,"43,416.43",2,10:00,304,11/12/2018,10:13:00
7535949103,U,IB,1,1,4464,122892,100,"43,419.38",5,9:00,304,11/15/2018,9:08:00
753594914X,U,OB,1,3,5090,124371,72,"43,421.60",7,14:00,304,11/17/2018,14:25:00
7536019696,U,IB,1,1,750,390236,127,"43,402.14",2,3:00,423,10/29/2018,3:19:00
7536055390,U,OB,1,1,285,134117,62,"43,395.84",2,20:00,423,10/22/2018,20:13:00
7536065382,U,OB,1,2,557,430574,73,"43,407.82",7,19:00,423,11/3/2018,19:47:00
7536073358,U,OB,1,1,3124,134345,89,"43,419.58",5,13:00,423,11/15/2018,13:49:00
753607564X,U,IB,1,1,230,137153,115,"43,413.61",6,14:00,423,11/9/2018,14:33:00
7536085851,U,OB,1,4,8432,130805,68,"43,403.21",3,5:00,423,10/30/2018,5:02:00
7536100014,U,OB,1,1,265,125758,71,"43,399.73",6,17:00,423,10/26/2018,17:37:00
7536102984,U,OB,1,2,850,127056,85,"43,409.29",2,6:00,423,11/5/2018,6:54:00
7536105725,U,OB,1,1,1358,290398,81,"43,409.98",2,23:00,423,11/5/2018,23:28:00
7536118357,U,IB,1,2,2690,137153,115,"43,413.61",6,14:00,423,11/9/2018,14:37:00
7536119897,U,OB,1,1,462,430909,83,"43,419.05",5,1:00,423,11/15/2018,1:11:00
7536123518,U,OB,1,3,5931,353204,79,"43,416.10",2,2:00,423,11/12/2018,2:22:00
7536129090,U,OB,1,1,308,126155,93,"43,410.01",3,0:00,423,11/6/2018,0:21:00
7536137295,U,OB,1,1,20,290354,83,"43,402.31",2,7:00,423,10/29/2018,7:27:00
753613801X,U,OB,1,1,520,430574,73,"43,407.83",7,20:00,423,11/3/2018,20:02:00
7536142539,U,OB,1,6,4000,129664,83,"43,417.71",3,17:00,423,11/13/2018,17:04:00
7536144362,U,OB,1,2,2664,132845,62,"43,413.33",6,7:00,423,11/9/2018,7:56:00
7536150248,U,IB,1,1,605,135289,102,"43,396.59",3,14:00,423,10/23/2018,14:11:00
7536150257,U,IB,1,1,350,135289,102,"43,396.56",3,13:00,423,10/23/2018,13:31:00
7536203158,U,OB,1,6,3435,136038,72,"43,411.57",4,13:00,682,11/7/2018,13:39:00
7536232133,U,OB,1,1,435,127240,64,"43,419.04",5,1:00,682,11/15/2018,1:02:00
7536247982,U,OB,1,1,800,132481,33,"43,421.80",7,19:00,682,11/17/2018,19:15:00
7536247982,U,IB,1,1,800,132481,102,"43,421.01",7,0:00,682,11/17/2018,0:19:00
7536292368,U,OB,1,1,440,121571,87,"43,398.61",5,14:00,682,10/25/2018,14:36:00
7536343471,U,IB,1,1,777,904140,114,"43,396.00",3,0:00,324,10/23/2018,0:00:00
7536343480,U,IB,1,1,1034,904140,114,"43,396.00",3,0:00,324,10/23/2018,0:03:00
753634349X,U,IB,1,1,349,904140,114,"43,396.00",3,0:00,324,10/23/2018,0:06:00
7536343509,U,IB,1,1,852,904140,114,"43,396.01",3,0:00,324,10/23/2018,0:08:00
7536343518,U,IB,1,2,2728,531059,127,"43,397.86",4,20:00,324,10/24/2018,20:38:00
7536343545,U,IB,1,2,681,353287,100,"43,398.97",5,23:00,324,10/25/2018,23:15:00
7536343554,U,IB,1,6,7014,353287,100,"43,398.93",5,22:00,324,10/25/2018,22:14:00
7536343563,U,IB,1,10,12053,353287,100,"43,398.92",5,22:00,324,10/25/2018,22:09:00
7536343572,U,IB,1,3,3632,353287,100,"43,398.97",5,23:00,324,10/25/2018,23:13:00
7536343581,U,IB,1,5,7093,353287,100,"43,398.93",5,22:00,324,10/25/2018,22:26:00
7536343590,U,IB,1,1,1951,353287,100,"43,398.96",5,23:00,324,10/25/2018,23:08:00
753634360X,U,IB,1,1,883,530066,113,"43,403.14",3,3:00,324,10/30/2018,3:18:00
7536343628,U,IB,1,2,2566,531315,116,"43,406.15",6,3:00,324,11/2/2018,3:43:00
7536343637,U,IB,1,1,451,531315,116,"43,406.19",6,4:00,324,11/2/2018,4:30:00
7536343646,U,IB,1,1,477,531315,116,"43,406.19",6,4:00,324,11/2/2018,4:36:00
7536343655,U,IB,1,1,1692,531315,116,"43,406.16",6,3:00,324,11/2/2018,3:45:00
7536343655,U,IB,1,1,1692,531315,145,"43,406.25",6,5:00,324,11/2/2018,5:53:00
7536343664,U,IB,1,1,678,531315,121,"43,406.19",6,4:00,324,11/2/2018,4:34:00
7536343664,U,IB,1,1,678,531315,121,"43,406.19",6,4:00,324,11/2/2018,4:34:00
7536343673,U,IB,1,1,441,531315,116,"43,406.18",6,4:00,324,11/2/2018,4:23:00
7536343673,U,IB,1,1,441,531315,121,"43,406.18",6,4:00,324,11/2/2018,4:24:00
7536343682,U,IB,1,2,1200,531315,116,"43,406.20",6,4:00,324,11/2/2018,4:43:00
7536343691,U,IB,1,1,458,390219,128,"43,409.85",2,20:00,324,11/5/2018,20:19:00
7536343700,U,IB,1,1,892,390219,128,"43,409.85",2,20:00,324,11/5/2018,20:23:00
753634371X,U,IB,1,1,1102,390219,128,"43,409.84",2,20:00,324,11/5/2018,20:11:00
7536343729,U,IB,1,1,602,390219,128,"43,409.85",2,20:00,324,11/5/2018,20:26:00
7536343729,U,CTY,1,1,602,390219,R3  ,"43,410.34",3,8:00,324,11/6/2018,8:15:00
7536343738,U,IB,1,1,678,390219,128,"43,409.84",2,20:00,324,11/5/2018,20:16:00
7536343747,U,IB,1,2,1605,390219,128,"43,409.86",2,20:00,324,11/5/2018,20:32:00
7536343756,U,IB,1,2,1659,390219,128,"43,409.83",2,20:00,324,11/5/2018,20:02:00
7536343765,U,IB,1,2,1395,390219,128,"43,409.84",2,20:00,324,11/5/2018,20:08:00
7536343774,U,IB,1,2,632,560611,116,"43,411.86",4,20:00,324,11/7/2018,20:37:00
7536343783,U,IB,1,3,1255,560611,116,"43,411.86",4,20:00,324,11/7/2018,20:44:00
7536343792,U,IB,1,3,639,560611,116,"43,411.85",4,20:00,324,11/7/2018,20:21:00
7536343801,U,IB,1,3,1437,560611,116,"43,411.86",4,20:00,324,11/7/2018,20:43:00
753634382X,U,IB,1,1,198,560611,116,"43,411.86",4,20:00,324,11/7/2018,20:32:00
7536343839,U,IB,1,3,701,560611,116,"43,411.85",4,20:00,324,11/7/2018,20:26:00
7536343848,U,IB,1,1,264,560611,116,"43,411.84",4,20:00,324,11/7/2018,20:13:00
7536343857,U,IB,1,4,2664,559196,124,"43,412.27",5,6:00,324,11/8/2018,6:22:00
7536343866,U,IB,1,7,6008,559196,124,"43,412.31",5,7:00,324,11/8/2018,7:20:00
7536343875,U,IB,1,2,2423,559196,124,"43,412.31",5,7:00,324,11/8/2018,7:30:00
7536343884,U,IB,1,2,804,559196,124,"43,412.32",5,7:00,324,11/8/2018,7:37:00
7536343893,U,IB,1,3,3425,559196,124,"43,412.33",5,7:00,324,11/8/2018,7:50:00
7536343902,U,IB,1,1,511,559196,124,"43,412.32",5,7:00,324,11/8/2018,7:40:00
7536343911,U,IB,1,2,1439,560611,129,"43,412.99",5,23:00,324,11/8/2018,23:44:00
7536343920,U,IB,1,4,4221,560611,129,"43,412.99",5,23:00,324,11/8/2018,23:41:00
753634393X,U,IB,1,1,485,560611,129,"43,412.98",5,23:00,324,11/8/2018,23:24:00
7536343949,U,IB,1,1,379,560611,129,"43,412.98",5,23:00,324,11/8/2018,23:25:00
7536343958,U,IB,1,1,517,560611,129,"43,412.98",5,23:00,324,11/8/2018,23:30:00
7536343967,U,IB,1,1,960,560611,129,"43,412.97",5,23:00,324,11/8/2018,23:16:00
7536343976,U,IB,1,6,3742,431080,127,"43,413.97",6,23:00,324,11/9/2018,23:15:00
7536343985,U,IB,1,3,1457,431080,127,"43,413.97",6,23:00,324,11/9/2018,23:11:00
7536343994,U,IB,1,1,617,431080,127,"43,413.97",6,23:00,324,11/9/2018,23:16:00
7536344003,U,IB,1,2,1269,431080,127,"43,413.97",6,23:00,324,11/9/2018,23:20:00
7536344012,U,IB,1,2,1762,431080,127,"43,413.97",6,23:00,324,11/9/2018,23:22:00
7536344021,U,IB,1,1,690,431080,127,"43,413.91",6,21:00,324,11/9/2018,21:55:00
7536344030,U,IB,1,1,1360,431080,127,"43,413.92",6,21:00,324,11/9/2018,21:58:00
753634404X,U,IB,1,1,280,431080,127,"43,413.91",6,21:00,324,11/9/2018,21:52:00
7536344059,U,IB,1,1,214,127814,159,"43,416.85",2,20:00,324,11/12/2018,20:27:00
7536344068,U,IB,1,1,243,127814,159,"43,416.82",2,19:00,324,11/12/2018,19:42:00
7536344077,U,IB,1,6,7485,127814,159,"43,416.86",2,20:00,324,11/12/2018,20:45:00
7536344086,U,IB,1,2,1930,127814,159,"43,416.86",2,20:00,324,11/12/2018,20:32:00
7536344095,U,IB,1,1,717,559163,128,"43,418.13",4,3:00,324,11/14/2018,3:09:00
7536344104,U,CTY,1,5,3114,530066,_UNK,"43,418.15",4,3:00,324,11/14/2018,3:29:00
7536344104,U,IB,1,5,3114,530066,112,"43,417.94",3,22:00,324,11/13/2018,22:40:00
7536344113,U,IB,1,1,533,530066,112,"43,417.88",3,21:00,324,11/13/2018,21:10:00
7536344122,U,IB,1,1,552,530066,112,"43,417.89",3,21:00,324,11/13/2018,21:15:00
7536344131,U,IB,1,5,6554,530066,112,"43,417.90",3,21:00,324,11/13/2018,21:34:00
7536344140,U,IB,1,3,1449,530066,112,"43,417.88",3,21:00,324,11/13/2018,21:08:00
753634415X,U,IB,1,2,1826,530066,112,"43,417.90",3,21:00,324,11/13/2018,21:38:00
7536344169,U,CTY,1,8,4977,530066,R   ,"43,418.15",4,3:00,324,11/14/2018,3:32:00
7536344169,U,IB,1,8,4977,530066,112,"43,417.94",3,22:00,324,11/13/2018,22:34:00
7536344178,U,IB,1,11,13065,559163,128,"43,418.11",4,2:00,324,11/14/2018,2:36:00
7536344187,U,IB,1,4,4694,559163,128,"43,418.06",4,1:00,324,11/14/2018,1:27:00
7536344196,U,IB,1,4,4219,559163,128,"43,418.13",4,3:00,324,11/14/2018,3:00:00
7536344205,U,IB,1,1,388,558774,126,"43,419.85",5,20:00,324,11/15/2018,20:21:00
7536344214,U,IB,1,2,1897,558774,126,"43,419.85",5,20:00,324,11/15/2018,20:19:00
7536344223,U,IB,1,3,839,559904,127,"43,420.77",6,18:00,324,11/16/2018,18:31:00
7536344232,U,IB,1,14,15200,559904,127,"43,420.81",6,19:00,324,11/16/2018,19:21:00
7536344241,U,IB,1,3,1954,559904,127,"43,420.77",6,18:00,324,11/16/2018,18:22:00
7536344250,U,IB,1,3,2908,559904,127,"43,420.82",6,19:00,324,11/16/2018,19:34:00
753634426X,U,IB,1,2,632,559904,127,"43,420.82",6,19:00,324,11/16/2018,19:37:00
7536344279,U,IB,1,1,2084,559904,127,"43,420.76",6,18:00,324,11/16/2018,18:13:00
7536344288,U,IB,1,1,738,531017,160,"43,420.97",6,23:00,324,11/16/2018,23:12:00
7536344297,U,IB,1,1,602,531017,160,"43,420.97",6,23:00,324,11/16/2018,23:15:00
7536344306,U,IB,1,1,378,531017,160,"43,420.98",6,23:00,324,11/16/2018,23:27:00
7536388086,U,IB,1,2,3800,R621681284,127,"43,408.93",1,22:00,569,11/4/2018,22:18:00
7536388095,U,OB,1,1,655,290281,64,"43,411.36",4,8:00,569,11/7/2018,8:42:00
7536389159,U,OB,1,1,2599,559629,60,"43,417.65",3,15:00,569,11/13/2018,15:39:00
7536390075,U,OB,1,10,1990,PAMT161359,81,"43,411.66",4,15:00,569,11/7/2018,15:56:00
7536398069,U,OB,1,1,820,OWEL2001,88,"43,408.70",1,16:00,569,11/4/2018,16:43:00
7536398069,U,OB,1,1,820,OWEL2001,88,"43,408.70",1,16:00,569,11/4/2018,16:43:00
7536398150,U,OB,1,1,155,PAMT151312,76,"43,408.65",1,15:00,569,11/4/2018,15:35:00
7536398325,U,IB,1,6,5920,430361,100,"43,397.75",4,17:00,569,10/24/2018,17:58:00
7536398334,U,IB,1,6,6040,430361,100,"43,397.79",4,18:00,569,10/24/2018,18:56:00
753639838X,U,IB,1,6,11000,133494,159,"43,398.70",5,16:00,569,10/25/2018,16:54:00
7536413267,U,IB,1,1,982,276900,155,"43,402.05",2,1:00,569,10/29/2018,1:15:00
7536413541,U,IB,1,2,890,139494,114,"43,411.53",4,12:00,569,11/7/2018,12:41:00
7536421351,U,OB,1,1,345,134553,76,"43,412.44",5,10:00,569,11/8/2018,10:27:00
7536421800,U,OB,1,1,552,PAMT161359,73,"43,421.17",7,4:00,569,11/17/2018,4:11:00
7536439364,U,OB,1,1,360,140129,89,"43,395.11",2,2:00,569,10/22/2018,2:35:00
7536441308,U,IB,1,4,2595,559190,100,"43,406.62",6,14:00,569,11/2/2018,14:51:00
7536441490,U,IB,1,2,490,PAMT130708,119,"43,419.32",5,7:00,569,11/15/2018,7:36:00
7536441490,U,IB,1,2,490,PAMT130708,129,"43,419.23",5,5:00,569,11/15/2018,5:26:00
7536445964,U,IB,1,1,459,133494,159,"43,398.69",5,16:00,569,10/25/2018,16:37:00
7536446267,U,OB,1,1,250,R621810773,62,"43,415.35",1,8:00,569,11/11/2018,8:24:00
7536446312,U,OB,1,1,293,133628,66,"43,417.82",3,19:00,569,11/13/2018,19:38:00
7536446514,U,OB,1,1,300,842040,81,"43,406.02",6,0:00,569,11/2/2018,0:31:00
7536453664,U,OB,1,1,500,PAMT170056,75,"43,394.88",1,21:00,569,10/21/2018,21:07:00
7536453691,U,OB,1,1,195,PAMT170056,75,"43,394.88",1,21:00,569,10/21/2018,21:13:00
7536463894,U,CTY,1,4,255,126237,_UNK,"43,404.88",4,21:00,569,10/31/2018,21:06:00
7536463894,U,CTY,1,4,255,126237,176,"43,404.86",4,20:00,569,10/31/2018,20:42:00
7536463912,U,OB,1,1,103,530173,83,"43,405.40",5,9:00,569,11/1/2018,9:32:00
7536463930,U,OB,1,1,103,PAMT151312,76,"43,408.76",1,18:00,569,11/4/2018,18:11:00
7536465719,U,IB,1,1,900,135246,115,"43,407.27",7,6:00,569,11/3/2018,6:35:00
7536465865,U,CTY,1,4,4546,126237,176,"43,404.84",4,20:00,569,10/31/2018,20:05:00
7536465892,U,IB,1,6,12000,133494,159,"43,398.74",5,17:00,569,10/25/2018,17:40:00
7536465892,U,OB,1,6,12000,133494,88,"43,398.74",5,17:00,569,10/25/2018,17:46:00
7536472135,U,OB,1,3,1749,119541,83,"43,418.30",4,7:00,569,11/14/2018,7:15:00
7536472144,U,OB,1,1,622,119541,83,"43,418.32",4,7:00,569,11/14/2018,7:41:00
7536472144,U,OB,1,1,622,119541,83,"43,418.32",4,7:00,569,11/14/2018,7:34:00
753648627X,U,OB,1,1,350,140129,89,"43,395.10",2,2:00,569,10/22/2018,2:31:00
7536486509,U,OB,1,1,235,132088,78,"43,394.30",1,7:00,569,10/21/2018,7:14:00
7536515814,U,CTY,1,2,290,290019,170,"43,405.26",5,6:00,251,11/1/2018,6:19:00
7536515989,U,IB,1,1,360,127450,160,"43,397.27",4,6:00,251,10/24/2018,6:26:00
7536517547,U,IB,1,1,507,129601,130,"43,400.20",7,4:00,251,10/27/2018,4:43:00
7536517556,U,IB,1,1,656,129601,130,"43,400.22",7,5:00,251,10/27/2018,5:22:00
7536517969,U,IB,1,1,619,128243,162,"43,397.23",4,5:00,251,10/24/2018,5:31:00
7536525559,U,CTY,1,2,960,136908,169,"43,396.21",3,5:00,251,10/23/2018,5:05:00
7536525568,U,IB,1,2,800,135708,159,"43,412.06",5,1:00,251,11/8/2018,1:31:00
7536525586,U,IB,1,2,1115,138676,124,"43,420.27",6,6:00,251,11/16/2018,6:22:00
7536537383,U,CTY,1,2,955,136908,169,"43,396.20",3,4:00,251,10/23/2018,4:41:00
7536537401,U,IB,1,2,3482,139464,114,"43,404.27",4,6:00,251,10/31/2018,6:27:00
7536538501,U,IB,1,1,110,138812,112,"43,419.65",5,15:00,251,11/15/2018,15:39:00
7536538685,U,IB,1,1,433,128243,162,"43,397.40",4,9:00,251,10/24/2018,9:33:00
7536545826,U,IB,1,2,3654,850108,135,"43,413.55",6,13:00,251,11/9/2018,13:12:00
7536545972,U,CTY,1,2,980,132398,173,"43,411.30",4,7:00,251,11/7/2018,7:08:00
7536545972,U,IB,1,2,980,132398,150,"43,411.30",4,7:00,251,11/7/2018,7:09:00
7536545972,U,IB,1,2,980,132398,148,"43,411.43",4,10:00,251,11/7/2018,10:21:00
7536551537,U,IB,1,1,497,261053,153,"43,405.75",5,18:00,251,11/1/2018,18:02:00
7536551656,U,IB,1,2,410,261053,153,"43,405.75",5,17:00,251,11/1/2018,17:58:00
7536551692,U,IB,1,1,185,139464,114,"43,404.19",4,4:00,251,10/31/2018,4:28:00
7536551739,U,IB,1,1,1665,129821,112,"43,404.33",4,7:00,251,10/31/2018,7:51:00
753655183X,U,IB,1,2,4070,127763,158,"43,418.69",4,16:00,251,11/14/2018,16:30:00
7536551894,U,IB,1,2,1024,275788,155,"43,412.94",5,22:00,251,11/8/2018,22:33:00
7536551930,U,IB,1,1,466,275788,155,"43,412.93",5,22:00,251,11/8/2018,22:23:00
7536553874,U,IB,1,1,360,127450,160,"43,397.21",4,5:00,251,10/24/2018,5:01:00
7536559282,U,IB,1,1,446,136198,165,"43,409.78",2,18:00,251,11/5/2018,18:47:00
753655931X,U,IB,1,1,1137,127693,118,"43,417.28",3,6:00,251,11/13/2018,6:39:00
7536559365,U,IB,1,1,49,138676,124,"43,420.29",6,6:00,251,11/16/2018,6:54:00
7536559374,U,IB,1,1,39,138676,124,"43,420.29",6,6:00,251,11/16/2018,6:55:00
7536559383,U,IB,1,1,2052,138676,124,"43,420.30",6,7:00,251,11/16/2018,7:08:00
7536559410,U,IB,1,1,2213,138812,112,"43,419.64",5,15:00,251,11/15/2018,15:23:00
7536559466,U,IB,1,1,2475,131492,159,"43,418.33",4,7:00,251,11/14/2018,7:53:00
7536560831,U,IB,1,1,770,128243,162,"43,397.40",4,9:00,251,10/24/2018,9:30:00
753656085X,U,IB,1,1,770,128243,162,"43,397.30",4,7:00,251,10/24/2018,7:13:00
7536560869,U,IB,1,2,1540,128243,162,"43,397.42",4,10:00,251,10/24/2018,10:02:00
7536560887,U,IB,1,2,2020,128243,162,"43,397.42",4,10:00,251,10/24/2018,10:01:00
7536560905,U,IB,1,1,770,128243,162,"43,397.39",4,9:00,251,10/24/2018,9:27:00
7536560979,U,IB,1,1,770,128243,162,"43,397.30",4,7:00,251,10/24/2018,7:17:00
7536563967,U,CTY,1,1,13,136908,169,"43,396.21",3,5:00,251,10/23/2018,5:06:00
7536565067,U,IB,1,4,3290,137855,159,"43,396.22",3,5:00,251,10/23/2018,5:17:00
7536567312,U,IB,1,1,1021,127924,159,"43,414.36",7,8:00,251,11/10/2018,8:36:00
7536568834,U,CTY,1,1,200,290278,173,"43,418.50",4,12:00,251,11/14/2018,12:02:00
7536568843,U,IB,1,1,1968,127693,118,"43,417.29",3,6:00,251,11/13/2018,6:55:00
7536571070,U,CTY,1,2,1033,125685,169,"43,400.26",7,6:00,251,10/27/2018,6:08:00
7536571227,U,CTY,1,1,543,132749,177,"43,410.23",3,5:00,251,11/6/2018,5:24:00
7536571263,U,IB,1,4,2465,290861,153,"43,413.43",6,10:00,251,11/9/2018,10:15:00
7536573766,U,CTY,1,2,242,125685,169,"43,400.27",7,6:00,251,10/27/2018,6:25:00
7536573775,U,IB,1,1,145,139464,114,"43,404.26",4,6:00,251,10/31/2018,6:12:00
7536573912,U,IB,1,1,280,133250,155,"43,413.85",6,20:00,251,11/9/2018,20:18:00
7536573968,U,IB,1,1,148,127924,159,"43,414.37",7,8:00,251,11/10/2018,8:48:00
7536575553,U,OB,1,7,17052,137124,58,"43,405.32",5,7:00,251,11/1/2018,7:46:00
7536575553,U,OB,1,7,17052,137124,58,"43,405.32",5,7:00,251,11/1/2018,7:46:00
